label,statement,length,sensationalism
true,may driven length footbal field five second take check text,59,0.0
barely-true,introduc bill wouldv help stop multimillion dollar bonus packag ceo grab way mccain oppo idea,94,0.0
barely-true,near regist sex offend across countri one time unaccount,56,0.0
barely-true,govern made accommod fort hood shooter let grow beard religi reason,67,0.0
barely-true,say afford care act new jersey new medicaid enroll wont qualifi match feder fund simpli ad onto roll,101,0.0
barely-true,say obama administr water sanction iran delay tri stop congress put tough sanction place,88,0.035389092183035875
true,say central texa river water sent downstream rice farmer equal three year worth austin water use,96,0.0
false,wisconsin one state countri current requir photograph identif vote,66,0.004676462237163115
mostly-true,acr atlanta brave want build stadium produc zero splost money park recreat produc zero money educ,97,0.0
false,learn donald trump go feder elect see financ disclosur form look tax return,76,0.0
true,cuyahoga counti pass program guarant colleg save account everi singl child enter kindergarten counti first counti unit state,125,0.009229901920064898
false,half young peopl medic dental law school women,46,0.009489989740544602
pants-fire,ken block support obamacar,26,0.013183153917128432
barely-true,say hillari clinton want open border,36,0.0
barely-true,gop candid governor nathan deal former clinton democrat,55,0.0
false,oppon promi bring back old job wish away global economi,56,0.018139138185893855
mostly-true,kelli ayott vote four time feder paycheck fair act,50,0.0
mostly-true,one everi four homeless peopl street veteran,44,0.0
true,legal sign recal petit gov scott walker even alreadi sign anoth recal petit one signatur count,94,0.0
half-true,educ fund per student histor level,34,0.0
false,co sponsor rebuild america job act transport infrastructur,58,0.0
false,say new report prove stimulus support n j democrat cost per job,63,0.009989003700619725
pants-fire,say absurd say enough data establish link play footbal chronic traumat encephalopathi,91,0.0
false,wive hijack knew exact happen went back saudi arabia two day attack watch husband televi fli plane,99,0.0385628088011456
pants-fire,say jill mccabe support late term abort larger babi part profit,63,0.00708936942468652
false,say u rep nanci pelosi said employ cut hour good thing give person time pursu dream passion,91,0.0
half-true,florida law like indiana religi freedom restor act,50,0.008595937047779945
false,thing said prank call blogger pose gop contributor david koch thing ive said public along wisconsin budget debat,112,0.0
pants-fire,say photograph hillari clinton debat show could earpiec,55,0.0
barely-true,say joe biden went china said sympath wouldnt second guess one child polici forc abort steril,93,0.0
false,whether seat roland burri new senat illinoi,43,0.0
pants-fire,feder tax refund delay octob,28,0.0
mostly-true,forti five state allow open carri firearm,41,0.004918960020625085
false,obama remain silent never ask feel church honor farrakhan,57,0.0
half-true,donald trump spoke phoenix look audienc eye said build wall deport everybodi said quot gone gone one one go tape see donald trump said,134,0.0
half-true,john edward never ever begin polit career never taken pac money money washington lobbyist ever joe trippi senior campaign advi,127,0.0
mostly-true,jeb bush governor first four year governor medicaid program grew twice fast mine,80,0.00804942636109951
half-true,univ wisconsin system job life tenur program professor,57,0.013344710288207162
half-true,unemploy among oregon high school graduat age increa percent u averag increa percent,86,0.0
mostly-true,hospit doctor mris surgeri forth exten use far expen countri mani countri health care mitt romney former governor massachusett republican fox news sunday interview json bare true obamacar cut senior medicar health care medicar ed gillespi republican strategist washington c republican campaign email json true refus mani feder employ fli coach cost taxpay million annual govern effici transpar newsmax magazin websit florida none e mail solicit json true florida spend million year children repeat pre k rd grade educ alex sink florida democrat figur cite campaign websit json true milwauk counti sheriff david clark jr advi citizen point barrel center mass pull trigger best option crime crimin justic gun legal issu greater wisconsin polit fund wisconsin none campaign tv ad json fal almost percent total incom plan parenthood abort abort ronald renuart state repr florida republican comment committ hear json half true unit state highest rate childhood poverti almost major countri earth children poverti berni u senat vermont independ comment pbs democrat debat json true governor almond ri dmv program allow undocu peopl use person tax identif number appli receiv ri driver licen civil right homeland secur immigr public safeti transport worker david quiroa prresid guatemalan american allianc rhode island rhode island newsmak news relea json pant fire illeg alien cost state rhode island million year census crime educ health care immigr state budget tax terri gorman presid rhode island immigr law enforc rhode island newsmak radio interview json pant fire say eric cantor vote assur congress would paid govern shut guarant troop would paid congress rule feder budget militari wayn powel lawyer virginia democrat debat json true congress froze current spend level cut percent annual could balanc budget five year deficit feder budget jami radtk virginia republican statement json true everi wisconsin legisl vote bill give amount pay state employ labor state budget jeff fitzgerald incom speaker state assembl wisconsin republican interview fox news channel json half true marco rubio control fund rai went candid tri improv chanc elect offic,2182,0.01424090998822558
mostly-true,say hillari clinton campaign hasnt clear wipe herserverof work email,68,0.0
false,say rep jon runyan vote redefin rape,36,0.0
mostly-true,ted cruz mathemat win race,26,0.0
true,john paul steven protest u suprem court,39,0.0
mostly-true,eighti percent antibiot countri fed livestock,45,0.0
false,year eric cantor receiv money oil compani member congress,57,0.0
true,say rep steve stockman basic want gun fill zone school,54,0.010377028963743817
true,say militari expenditur unit state greater combin spend next largest nation,75,0.004223434273384452
false,iran deal say countri tri undermin iran nuclear program help defend israel egypt saudi alli,91,0.023008651553179216
barely-true,rick scott administr spent taxpay money first voter purg attempt,64,0.009704624476595036
true,number one world come energi resourc russian second saudi arabia number three,77,0.0
half-true,agricultur depart estim rough percent corn crop use make ethanol amount corn use feed livestock poultri unit state,114,0.0023529397853033762
barely-true,legal mail children,19,0.0
false,tonight ohio peopl came vote barack obama unoppo race vote mitt romney rick santorum combin,92,0.0
mostly-true,democrat compar infrastructur program stimulus eisenhow interst program propo billion highway system go put billion road bridg,127,0.008776827127437214
half-true,congressman tom cotton arkansan congress democrat republican vote disast relief five time,89,0.0
true,u navi sail ship around world year nuclear power plant never accid,66,0.027577088288610496
true,open gay man ever elect georgia legislatur,42,0.0
pants-fire,u rep eric cantor lui gutierrez tour countri last year join hip work togeth bipartisan fashion ind goal immigr reform,118,0.0
false,billion websit obamacar never work still doesnt work,52,0.0
mostly-true,take almost year refug process unit state,42,0.005530554121720432
true,congressman ryan secur grand total date mahon valley addit pend fy spend bill,77,0.0
false,north carolina use stimulus money hire one new state worker job appli stimulus fund taxpay way feder govern,107,0.003237950366352549
mostly-true,sen hillari clinton could enact campaign propo taxpay would face financ billion new spend one white hous term,110,0.0
false,dan gecker vote doubl vehicl registr fee cost chesterfield counti resid million annual,86,0.0
half-true,lot peopl know american make live ebay,38,0.0
