label,statement,length,Controversial
false,washington c area never recess,47,0.0
pants-fire,say michel field found secur camera tape sudden stori chang,141,0.0
half-true,say texa st busi climat th educ,57,0.0
pants-fire,say mccain vote let govern charg rape victim foren exam,78,0.0
pants-fire,republican vote recent hike incom tax payrol tax capit gain tax dividend tax estat tax tax pass obamacar,162,0.0
false,trump want turn taxpay build anight hotel congressman jeff denham r ca help broker deal brag,155,0.0
false,say chris abel five year hes done noth estabrook dam,81,0.0
false,communiti bank destroy dodd frank,50,0.0
false,new york citi entri level janitor get paid twice much entri level teacher,91,0.0
half-true,say black women fastest grow demograph group texa seek conceal handgun licen,103,0.0
half-true,say pay new chancellor basic salari near year amount includ cost public employ benefit perk live expen lavish hous upscal car spend allow fine dine almost everi day taxpay dollar,298,0.0
half-true,youv got peopl want go moo hunt new hampshir want obamacar,87,0.0
true,correl primari turnout win fall last elect,92,0.0
half-true,last time republican held hostag resolut ensur countri bill paid cost us billion ad interest slow econom recoveri,176,0.0
false,africa spend highest percentag gdp educ part world,93,0.0
false,recent studi confirm academ benefit govern fund preschool disappear fourth grade,118,0.0
true,top percent incom earner pay percent state incom tax bottom pay littl noth,124,0.0
half-true,feder regist hous washington regul page length weigh pound,129,0.0
half-true,say like todd akin texa republican u hous cosponsor bill attempt distinguish forcibl rape sexual assault,158,0.0
mostly-true,look state soccer popular theyr overwhelm blue state state soccer least popular red state,151,0.0
mostly-true,number african american men prison increa fivefold sinc left offic,89,0.0
mostly-true,say state level spend tax expenditur public safeti health care educ combin,128,0.0
false,hospit children hospit state union,88,0.0
mostly-true,head head poll general elect beat hillari clinton anybodi point,106,0.0
barely-true,say former u rep carol shea porter refus host town hall meet time congress,103,0.0
true,malaysia mani worker indentur servant passport taken away come countri work slave like condit,169,0.0
false,call suprem court nomin sonia sotomayor racist,58,0.0
true,nineti six percent employ granit state consid small busi,85,0.0
true,amiddl class famili donat chariti get cent incom tax bill gate donat chariti take cent incom tax,155,0.0
false,use presidenti appoint commiss,51,0.0
barely-true,marco rubio miami lobbyist,34,0.0
half-true,ive never support legisl invad peopl choic contracept,81,0.0
false,mitchel intern airport third busiest airport world number one busiest countri,119,0.0
mostly-true,georgia one seven state lose job lost job far,83,0.0
half-true,say obama administr catch relea nonviol illeg immigr,81,0.0
mostly-true,say wisconsin democrat previous administr adopt doubl digit tax increa,95,0.0
pants-fire,never consid maverick,37,0.0
false,mitt romney say arizona immigr law model nation,78,0.0
true,individu mental ill die averag year earlier without mental ill,105,0.0
barely-true,florida economi becam bad economi huge spike oil price summer,102,0.0
half-true,stabil recent financ crisi cost less percent gdp less percent fix save loan crisi,161,0.0
barely-true,recommend major tax overhaul georgia tax hike,77,0.0
false,govern arm forc stockpil hundr million round ammunit domest use,119,0.0
half-true,even roger william nation memori home state rhode island attract near visitor non local visitor ad million local economi,188,0.0
true,six georgia counti lawyer,48,0.0
barely-true,employ workplac freedom state make money,53,0.0
false,research watch much crime pick take away footbal,75,0.041274487020764306
false,five guantanamo detain swap bow bergdahl back battlefield,84,0.0
half-true,auto bailout general motor back top world automak,85,0.0
false,martin luther king jr republican,40,0.0
mostly-true,rhode island charter school nation recogn outperform counterpart across countri,110,0.0
half-true,everi singl day countri peopl deport vast major peopl deport arent crimin,132,0.0
half-true,roy barn governor georgia creat job,61,0.0
half-true,texa full time state employ per capita california illinoi,81,0.0
false,alaska princ william sound pristin,45,0.0
half-true,billion budget deficit inherit came offic becam billion surplus,98,0.0
pants-fire,american pray pari govern act mandatori nation vaccin,92,0.0
false,everi personhood bill ive ever support either languag say conform constitut rule suprem court someth effect,170,0.0
mostly-true,say scott brown vote give oil compani big tax break,60,0.0
half-true,infant mortal rate percent higher state right work law,81,0.0
true,state georgia near bottom among state sat score graduat rate,89,0.0
mostly-true,spend percent gdp infrastructur china india spend percent gdp reinvest back countri,158,0.0
half-true,middl class defin includ incom rough,97,0.0
half-true,end decad interest owe debt could rise near trillion,92,0.0
mostly-true,odd fact odd draft pick earn pick due state tax florida bad,126,0.0
true,one industri america increa employ base last four year peopl unit state govern,129,0.0
mostly-true,born lion mid kid born today less,158,0.0
half-true,say texa communiti unemploy rate still percent,89,0.0
mostly-true,thousand politician across ohio along relat employ friend still elig serv propo redistrict commiss,161,0.0
mostly-true,say mitt romney commit overturn roe vs wade support amend defin life begin moment concept,151,0.0
half-true,say sierra club su stop oil gas activ texa coast turtl fine,107,0.0
barely-true,state turn money high speed rail kill near perman wisconsin job,103,0.0
barely-true,say pat toomey visit joe sestak veteran came home vote everi veteran appropri bill,134,0.0
barely-true,say north carolina republican senat candid thom tilli call obamacar great idea,90,0.0
true,never vote feder restrict gun ownership,62,0.0
false,oregon peopl arrest marijuana relat crime,76,0.0
half-true,gov mitt romney massachusett rank th job creation,66,0.0
mostly-true,six largest citi ohio higher rate violenc crime everi major citi along u mexico border,126,0.0
true,su gun manufactur support bradi support thing like assault weapon ban,110,0.0
half-true,say support octob legisl rescu wall street firm,81,0.0
false,said u rep jim marshal macon sent near billion oversea build wind turbin creat job china,125,0.0
half-true,arab spring drove gas price,36,0.0
mostly-true,republican budget plan say year year old whos elig medicar pay near would today,170,0.0
barely-true,say new york bureaucrat tell whether even drink big gulp,80,0.0
false,wealth gap black white unit state greater black white wealth gap apartheid south africa,135,0.0
barely-true,chris christi cut equal pay women call senseless bureaucraci,73,0.0
barely-true,accord recent congress budget offic report obamacar million peopl lose employ sponsor insur,137,0.0
mostly-true,indiana highest credit rate nation,65,0.0
half-true,tim kain propo billion tax increa time enter governor mansion time left,122,0.0
mostly-true,cervic cancer africa fulli prevent basic educ screeningand vaccin,91,0.0
false,member redistrict commiss propo issu could accept bribe somebodi couldnt remov commiss,140,0.0
mostly-true,make public colleg univ tuition free exist countri world use exist unit state,134,0.0
mostly-true,wide major nra household support legisl gun background check,90,0.0
half-true,today percent gun purcha without background check,73,0.0
half-true,democrat field agent zero,53,0.0
false,social secur ponzi scheme,34,0.0
half-true,say nick rahal vote obama percent time,57,0.0
barely-true,text surpass alcohol lead contribut factor teen drive death,93,0.0
false,vast major syrian refug young abl bodi men look work,83,0.0
half-true,republican leader senat said main goal elect simpli win next one,105,0.0
barely-true,rick scott increa tuition state colleg univ doubl digit,85,0.0
false,men women guard forc contact food bank feed,89,0.0
true,say scott walker view abort restrict republican presid recent time,104,0.0
pants-fire,non profit groupf america lie claimsthat one five kid fight starvat daili unit state,131,0.0
pants-fire,two week ago john mccain lead propon amnesti challeng sudden chang,125,0.0
